DATA,Cód. Contabil Débito,Cód. Contabil Crédito,Valor,Cód. Histórico,Complemento Histórico,Inicia Lote,Código Matriz/Filial,Centro de Custo Débito,Centro de Custo Crédito
08/12/2022,,,0.0,1,Vendas PDV,1,22137,,
08/12/2022,,,0.0,1,Vendas PDV,1,22137,,
08/12/2022,,,0.0,1,Vendas PDV,1,22137,,
08/12/2022,,,0.0,1,Vendas PDV,1,22137,,
08/12/2022,,,0.0,1,Vendas PDV,1,22137,,
08/12/2022,,,0.0,1,Vendas PDV,1,22137,,
08/12/2022,,,0.0,1,Vendas PDV,1,22137,,
08/12/2022,,,0.0,1,Vendas PDV,1,22137,,
08/12/2022,,,0.0,1,Vendas PDV,1,22137,,
08/12/2022,,,0.0,1,Vendas PDV,1,22137,,
08/12/2022,,,0.0,1,Vendas PDV,1,22137,,
08/12/2022,,,0.0,1,Vendas PDV,1,22137,,
08/12/2022,,,0.0,1,Vendas PDV,1,22137,,
08/12/2022,,,0.0,1,Vendas PDV,1,22137,,
08/12/2022,,,0.0,1,Vendas PDV,1,22137,,
08/12/2022,,,0.0,1,Vendas PDV,1,22137,,
08/12/2022,,,0.0,1,Vendas PDV,1,22137,,
08/12/2022,,,0.0,1,Vendas PDV,1,22122,,
08/12/2022,,,0.0,1,Vendas PDV,1,22122,,
08/12/2022,,,0.0,1,Vendas PDV,1,22122,,
08/12/2022,,,0.0,1,Vendas PDV,1,22122,,
08/12/2022,,,0.0,1,Vendas PDV,1,22122,,
08/12/2022,,,0.0,1,Vendas PDV,1,22122,,
08/12/2022,,,0.0,1,Vendas PDV,1,22122,,
08/12/2022,,,1.32,1,Vendas PDV,1,22122,,
08/12/2022,,,0.0,1,Vendas PDV,1,22122,,
08/12/2022,,,1.33,1,Vendas PDV,1,22122,,
08/12/2022,,,0.0,1,Vendas PDV,1,22122,,
08/12/2022,,,0.0,1,Vendas PDV,1,22122,,
08/12/2022,,,0.0,1,Vendas PDV,1,22122,,
08/12/2022,,,0.0,1,Vendas PDV,1,22122,,
08/12/2022,,,0.0,1,Vendas PDV,1,22137,,
08/12/2022,,,0.0,1,Vendas PDV,1,22137,,
08/12/2022,,,0.0,1,Vendas PDV,1,22137,,
08/12/2022,,,0.0,1,Vendas PDV,1,22137,,
08/12/2022,,,0.0,1,Vendas PDV,1,22137,,
08/12/2022,,,0.0,1,Vendas PDV,1,22137,,
08/12/2022,,,0.0,1,Vendas PDV,1,22137,,
08/12/2022,,,0.0,1,Vendas PDV,1,22137,,
08/12/2022,,,0.0,1,Vendas PDV,1,22137,,
08/12/2022,,,2.3600000000000003,1,Vendas PDV,1,22122,,
08/12/2022,,,0.0,1,Vendas PDV,1,22122,,
08/12/2022,,,0.0,1,Vendas PDV,1,22137,,
08/12/2022,,,0.0,1,Vendas PDV,1,22122,,
08/12/2022,,,0.0,1,Vendas PDV,1,22122,,
08/12/2022,,,0.0,1,Vendas PDV,1,22122,,
08/12/2022,,,0.0,1,Vendas PDV,1,22122,,
08/12/2022,,,0.0,1,Vendas PDV,1,22122,,
08/12/2022,,,0.0,1,Vendas PDV,1,22122,,
08/12/2022,,,0.0,1,Vendas PDV,1,22122,,
08/12/2022,,,0.0,1,Vendas PDV,1,22122,,
08/12/2022,,,0.0,1,Vendas PDV,1,22122,,
08/12/2022,,,0.0,1,Vendas PDV,1,22122,,
08/12/2022,,,0.0,1,Vendas PDV,1,22122,,
08/12/2022,,,0.0,1,Vendas PDV,1,22122,,
08/12/2022,,,0.0,1,Vendas PDV,1,22122,,
08/12/2022,,,0.0,1,Vendas PDV,1,22122,,
08/12/2022,,,0.0,1,Vendas PDV,1,22122,,
08/12/2022,,,0.0,1,Vendas PDV,1,22122,,
08/12/2022,,,0.0,1,Vendas PDV,1,22122,,
08/12/2022,,,0.0,1,Vendas PDV,1,22122,,
08/12/2022,,,0.0,1,Vendas PDV,1,22122,,
08/12/2022,,,0.0,1,Vendas PDV,1,22122,,
08/12/2022,,,0.0,1,Vendas PDV,1,22122,,
08/12/2022,,,0.0,1,Vendas PDV,1,22122,,
08/12/2022,,,0.0,1,Vendas PDV,1,22137,,
08/12/2022,,,0.0,1,Vendas PDV,1,22137,,
08/12/2022,,,0.0,1,Vendas PDV,1,22137,,
08/12/2022,,,0.0,1,Vendas PDV,1,22137,,
08/12/2022,,,31.99,1,Vendas PDV,1,22137,,
08/12/2022,,,3.99,1,Vendas PDV,1,22137,,
08/12/2022,,,5.53,1,Vendas PDV,1,22137,,
08/12/2022,,,27.8,1,Vendas PDV,1,22137,,
08/12/2022,,,9.93,1,Vendas PDV,1,22137,,
08/12/2022,,,22.99,1,Vendas PDV,1,22137,,
08/12/2022,,,43.99,1,Vendas PDV,1,22137,,
08/12/2022,,,49.86,1,Vendas PDV,1,22137,,
08/12/2022,,,20.29,1,Vendas PDV,1,22137,,
08/12/2022,,,11.89,1,Vendas PDV,1,22137,,
08/12/2022,,,9.99,1,Vendas PDV,1,22137,,
08/12/2022,,,42.02,1,Vendas PDV,1,22137,,
08/12/2022,,,25.99,1,Vendas PDV,1,22137,,
08/12/2022,,,15.03,1,Vendas PDV,1,22137,,
08/12/2022,,,24.15,1,Vendas PDV,1,22137,,
08/12/2022,,,47.91,1,Vendas PDV,1,22137,,
08/12/2022,,,9.99,1,Vendas PDV,1,22137,,
08/12/2022,,,16.57,1,Vendas PDV,1,22137,,
08/12/2022,,,5.99,1,Vendas PDV,1,22137,,
08/12/2022,,,11.08,1,Vendas PDV,1,22137,,
08/12/2022,,,20.26,1,Vendas PDV,1,22137,,
08/12/2022,,,59.27,1,Vendas PDV,1,22137,,
08/12/2022,,,0.0,1,Vendas PDV,1,22122,,
08/12/2022,,,6.99,1,Vendas PDV,1,22137,,
08/12/2022,,,12.99,1,Vendas PDV,1,22137,,
08/12/2022,,,0.0,1,Vendas PDV,1,22137,,
08/12/2022,,,0.0,1,Vendas PDV,1,22137,,
08/12/2022,,,0.0,1,Vendas PDV,1,22137,,
08/12/2022,,,0.0,1,Vendas PDV,1,22137,,
08/12/2022,,,0.0,1,Vendas PDV,1,22137,,
08/12/2022,,,0.0,1,Vendas PDV,1,22137,,
08/12/2022,,,0.0,1,Vendas PDV,1,22137,,
08/12/2022,,,0.0,1,Vendas PDV,1,22137,,
08/12/2022,,,0.0,1,Vendas PDV,1,22137,,
08/12/2022,,,0.0,1,Vendas PDV,1,22137,,
08/12/2022,,,0.0,1,Vendas PDV,1,22137,,
08/12/2022,,,0.0,1,Vendas PDV,1,22137,,
08/12/2022,,,0.0,1,Vendas PDV,1,22137,,
08/12/2022,,,0.0,1,Vendas PDV,1,22137,,
08/12/2022,,,0.0,1,Vendas PDV,1,22137,,
08/12/2022,,,210.67,1,Vendas PDV,1,22137,,
08/12/2022,,,93.56,1,Vendas PDV,1,22137,,
08/12/2022,,,41.46,1,Vendas PDV,1,22137,,
08/12/2022,,,59.84,1,Vendas PDV,1,22137,,
08/12/2022,,,30.7,1,Vendas PDV,1,22137,,
08/12/2022,,,210.18,1,Vendas PDV,1,22137,,
08/12/2022,,,24.25,1,Vendas PDV,1,22137,,
08/12/2022,,,0.0,1,Vendas PDV,1,22137,,
08/12/2022,,,0.0,1,Vendas PDV,1,22122,,
08/12/2022,,,0.0,1,Vendas PDV,1,22122,,
08/12/2022,,,0.0,1,Vendas PDV,1,22137,,
08/12/2022,,,0.0,1,Vendas PDV,1,22137,,
08/12/2022,,,0.0,1,Vendas PDV,1,22137,,
08/12/2022,,,0.0,1,Vendas PDV,1,22137,,
08/12/2022,,,0.0,1,Vendas PDV,1,22137,,
08/12/2022,,,0.0,1,Vendas PDV,1,22137,,
08/12/2022,,,0.0,1,Vendas PDV,1,22137,,
08/12/2022,,,0.0,1,Vendas PDV,1,22137,,
08/12/2022,,,5.75,1,Vendas PDV,1,22137,,
08/12/2022,,,0.0,1,Vendas PDV,1,22137,,
08/12/2022,,,0.0,1,Vendas PDV,1,22137,,
08/12/2022,,,0.0,1,Vendas PDV,1,22137,,
08/12/2022,,,0.0,1,Vendas PDV,1,22137,,
08/12/2022,,,0.0,1,Vendas PDV,1,22137,,
08/12/2022,,,0.0,1,Vendas PDV,1,22137,,
08/12/2022,,,0.0,1,Vendas PDV,1,22137,,
08/12/2022,,,0.0,1,Vendas PDV,1,22137,,
08/12/2022,,,0.0,1,Vendas PDV,1,22137,,
08/12/2022,,,0.0,1,Vendas PDV,1,22137,,
08/12/2022,,,0.0,1,Vendas PDV,1,22137,,
08/12/2022,,,0.0,1,Vendas PDV,1,22137,,
08/12/2022,,,0.0,1,Vendas PDV,1,22137,,
08/12/2022,,,0.0,1,Vendas PDV,1,22122,,
08/12/2022,,,0.19,1,Vendas PDV,1,22122,,
08/12/2022,,,0.0,1,Vendas PDV,1,22122,,
08/12/2022,,,0.0,1,Vendas PDV,1,22122,,
08/12/2022,,,0.0,1,Vendas PDV,1,22122,,
08/12/2022,,,0.0,1,Vendas PDV,1,22122,,
08/12/2022,,,0.0,1,Vendas PDV,1,22122,,
08/12/2022,,,0.0,1,Vendas PDV,1,22122,,
08/12/2022,,,0.0,1,Vendas PDV,1,22122,,
08/12/2022,,,0.53,1,Vendas PDV,1,22122,,
08/12/2022,,,1.34,1,Vendas PDV,1,22122,,
08/12/2022,,,0.0,1,Vendas PDV,1,22122,,
08/12/2022,,,0.0,1,Vendas PDV,1,22122,,
08/12/2022,,,0.0,1,Vendas PDV,1,22122,,
08/12/2022,,,0.0,1,Vendas PDV,1,22122,,
08/12/2022,,,1.14,1,Vendas PDV,1,22122,,
08/12/2022,,,0.46,1,Vendas PDV,1,22122,,
08/12/2022,,,0.64,1,Vendas PDV,1,22122,,
08/12/2022,,,0.0,1,Vendas PDV,1,22122,,
08/12/2022,,,0.0,1,Vendas PDV,1,22122,,
08/12/2022,,,0.15,1,Vendas PDV,1,22122,,
08/12/2022,,,0.0,1,Vendas PDV,1,22122,,
08/12/2022,,,0.0,1,Vendas PDV,1,22122,,
08/12/2022,,,0.0,1,Vendas PDV,1,22137,,
08/12/2022,,,0.0,1,Vendas PDV,1,22137,,
08/12/2022,,,0.0,1,Vendas PDV,1,22137,,
08/12/2022,,,0.0,1,Vendas PDV,1,22137,,
08/12/2022,,,0.0,1,Vendas PDV,1,22122,,
08/12/2022,,,0.0,1,Vendas PDV,1,22122,,
08/12/2022,,,0.0,1,Vendas PDV,1,22122,,
08/12/2022,,,0.0,1,Vendas PDV,1,22122,,
08/12/2022,,,0.0,1,Vendas PDV,1,22122,,
08/12/2022,,,0.0,1,Vendas PDV,1,22122,,
08/12/2022,,,0.0,1,Vendas PDV,1,22122,,
08/12/2022,,,0.0,1,Vendas PDV,1,22122,,
08/12/2022,,,0.0,1,Vendas PDV,1,22122,,
08/12/2022,,,0.0,1,Vendas PDV,1,22122,,
08/12/2022,,,0.0,1,Vendas PDV,1,22122,,
08/12/2022,,,0.0,1,Vendas PDV,1,22122,,
08/12/2022,,,0.0,1,Vendas PDV,1,22122,,
08/12/2022,,,0.0,1,Vendas PDV,1,22122,,
08/12/2022,,,0.0,1,Vendas PDV,1,22122,,
08/12/2022,,,0.0,1,Vendas PDV,1,22122,,
08/12/2022,,,0.0,1,Vendas PDV,1,22122,,
08/12/2022,,,0.0,1,Vendas PDV,1,22122,,
08/12/2022,,,0.0,1,Vendas PDV,1,22122,,
08/12/2022,,,0.0,1,Vendas PDV,1,22122,,
08/12/2022,,,0.0,1,Vendas PDV,1,22122,,
08/12/2022,,,0.0,1,Vendas PDV,1,22122,,
08/12/2022,,,0.0,1,Vendas PDV,1,22122,,
08/12/2022,,,0.0,1,Vendas PDV,1,22122,,
08/12/2022,,,0.0,1,Vendas PDV,1,22122,,
08/12/2022,,,0.0,1,Vendas PDV,1,22137,,
08/12/2022,,,0.0,1,Vendas PDV,1,22137,,
08/12/2022,,,0.0,1,Vendas PDV,1,22137,,
08/12/2022,,,0.0,1,Vendas PDV,1,22137,,
08/12/2022,,,0.0,1,Vendas PDV,1,22137,,
08/12/2022,,,0.0,1,Vendas PDV,1,22122,,
08/12/2022,,,0.0,1,Vendas PDV,1,22122,,
08/12/2022,,,0.0,1,Vendas PDV,1,22122,,
08/12/2022,,,0.0,1,Vendas PDV,1,22122,,
08/12/2022,,,0.0,1,Vendas PDV,1,22122,,
08/12/2022,,,0.0,1,Vendas PDV,1,22122,,
08/12/2022,,,0.0,1,Vendas PDV,1,22122,,
08/12/2022,,,0.0,1,Vendas PDV,1,22122,,
08/12/2022,,,0.0,1,Vendas PDV,1,22122,,
08/12/2022,,,0.0,1,Vendas PDV,1,22122,,
08/12/2022,,,0.0,1,Vendas PDV,1,22122,,
08/12/2022,,,0.0,1,Vendas PDV,1,22122,,
08/12/2022,,,0.0,1,Vendas PDV,1,22122,,
08/12/2022,,,0.0,1,Vendas PDV,1,22122,,
08/12/2022,,,0.0,1,Vendas PDV,1,22122,,
08/12/2022,,,0.0,1,Vendas PDV,1,22122,,
08/12/2022,,,0.0,1,Vendas PDV,1,22122,,
08/12/2022,,,0.0,1,Vendas PDV,1,22137,,
08/12/2022,,,0.0,1,Vendas PDV,1,22112,,
08/12/2022,,,0.0,1,Vendas PDV,1,22137,,
08/12/2022,,,9.88,1,Vendas PDV,1,22137,,
08/12/2022,,,8.04,1,Vendas PDV,1,22137,,
08/12/2022,,,29.47,1,Vendas PDV,1,22137,,
08/12/2022,,,33.19,1,Vendas PDV,1,22137,,
08/12/2022,,,11.49,1,Vendas PDV,1,22137,,
08/12/2022,,,39.8,1,Vendas PDV,1,22137,,
08/12/2022,,,11.89,1,Vendas PDV,1,22137,,
08/12/2022,,,18.24,1,Vendas PDV,1,22137,,
08/12/2022,,,23.86,1,Vendas PDV,1,22137,,
08/12/2022,,,4.5,1,Vendas PDV,1,22137,,
08/12/2022,,,54.23,1,Vendas PDV,1,22137,,
08/12/2022,,,2.49,1,Vendas PDV,1,22137,,
08/12/2022,,,35.73,1,Vendas PDV,1,22137,,
08/12/2022,,,7.08,1,Vendas PDV,1,22137,,
08/12/2022,,,11.98,1,Vendas PDV,1,22137,,
08/12/2022,,,9.98,1,Vendas PDV,1,22137,,
08/12/2022,,,70.43,1,Vendas PDV,1,22137,,
08/12/2022,,,12.01,1,Vendas PDV,1,22137,,
08/12/2022,,,9.99,1,Vendas PDV,1,22137,,
08/12/2022,,,2.9,1,Vendas PDV,1,22137,,
08/12/2022,,,23.02,1,Vendas PDV,1,22137,,
08/12/2022,,,23.01,1,Vendas PDV,1,22137,,
08/12/2022,,,2.9,1,Vendas PDV,1,22137,,
08/12/2022,,,0.0,1,Vendas PDV,1,22122,,
08/12/2022,,,0.0,1,Vendas PDV,1,22122,,
08/12/2022,,,0.0,1,Vendas PDV,1,22122,,
08/12/2022,,,0.0,1,Vendas PDV,1,22122,,
08/12/2022,,,0.0,1,Vendas PDV,1,22122,,
08/12/2022,,,0.0,1,Vendas PDV,1,22122,,
08/12/2022,,,0.0,1,Vendas PDV,1,22122,,
08/12/2022,,,0.0,1,Vendas PDV,1,22122,,
08/12/2022,,,0.0,1,Vendas PDV,1,22122,,
08/12/2022,,,35.97,1,Vendas PDV,1,22137,,
08/12/2022,,,0.0,1,Vendas PDV,1,22122,,
08/12/2022,,,0.0,1,Vendas PDV,1,22122,,
08/12/2022,,,1.29,1,Vendas PDV,1,22122,,
08/12/2022,,,0.0,1,Vendas PDV,1,22122,,
08/12/2022,,,0.0,1,Vendas PDV,1,22122,,
08/12/2022,,,0.0,1,Vendas PDV,1,22122,,
08/12/2022,,,0.0,1,Vendas PDV,1,22122,,
08/12/2022,,,0.0,1,Vendas PDV,1,22122,,
08/12/2022,,,0.0,1,Vendas PDV,1,22122,,
08/12/2022,,,0.0,1,Vendas PDV,1,22122,,
08/12/2022,,,0.0,1,Vendas PDV,1,22122,,
08/12/2022,,,6.99,1,Vendas PDV,1,22137,,
08/12/2022,,,2.39,1,Vendas PDV,1,22137,,
08/12/2022,,,79.38,1,Vendas PDV,1,22137,,
08/12/2022,,,0.0,1,Vendas PDV,1,22112,,
08/12/2022,,,0.0,1,Vendas PDV,1,22112,,
08/12/2022,,,0.0,1,Vendas PDV,1,22112,,
08/12/2022,,,0.0,1,Vendas PDV,1,22112,,
08/12/2022,,,0.0,1,Vendas PDV,1,22112,,
08/12/2022,,,0.0,1,Vendas PDV,1,22112,,
08/12/2022,,,0.46,1,Vendas PDV,1,22112,,
08/12/2022,,,0.0,1,Vendas PDV,1,22112,,
08/12/2022,,,7.59,1,Vendas PDV,1,22112,,
08/12/2022,,,0.0,1,Vendas PDV,1,22112,,
08/12/2022,,,0.0,1,Vendas PDV,1,22112,,
08/12/2022,,,0.0,1,Vendas PDV,1,22112,,
08/12/2022,,,1.67,1,Vendas PDV,1,22112,,
08/12/2022,,,0.0,1,Vendas PDV,1,22112,,
08/12/2022,,,0.0,1,Vendas PDV,1,22112,,
08/12/2022,,,0.42,1,Vendas PDV,1,22112,,
08/12/2022,,,0.0,1,Vendas PDV,1,22112,,
08/12/2022,,,0.0,1,Vendas PDV,1,22112,,
08/12/2022,,,0.0,1,Vendas PDV,1,22112,,
08/12/2022,,,0.0,1,Vendas PDV,1,22112,,
08/12/2022,,,0.0,1,Vendas PDV,1,22112,,
08/12/2022,,,0.0,1,Vendas PDV,1,22122,,
08/12/2022,,,0.0,1,Vendas PDV,1,22112,,
08/12/2022,,,0.0,1,Vendas PDV,1,22112,,
08/12/2022,,,62.77,1,Vendas PDV,1,22137,,
08/12/2022,,,2.9,1,Vendas PDV,1,22137,,
08/12/2022,,,89.49,1,Vendas PDV,1,22137,,
08/12/2022,,,70.69,1,Vendas PDV,1,22137,,
08/12/2022,,,42.97,1,Vendas PDV,1,22137,,
08/12/2022,,,14.24,1,Vendas PDV,1,22137,,
08/12/2022,,,89.38,1,Vendas PDV,1,22137,,
08/12/2022,,,36.44,1,Vendas PDV,1,22137,,
08/12/2022,,,50.98,1,Vendas PDV,1,22137,,
08/12/2022,,,0.0,1,Vendas PDV,1,22112,,
08/12/2022,,,0.0,1,Vendas PDV,1,22112,,
08/12/2022,,,0.0,1,Vendas PDV,1,22112,,
08/12/2022,,,0.0,1,Vendas PDV,1,22112,,
08/12/2022,,,0.23,1,Vendas PDV,1,22112,,
08/12/2022,,,7.59,1,Vendas PDV,1,22112,,
08/12/2022,,,0.0,1,Vendas PDV,1,22112,,
08/12/2022,,,0.0,1,Vendas PDV,1,22112,,
08/12/2022,,,0.0,1,Vendas PDV,1,22112,,
08/12/2022,,,0.0,1,Vendas PDV,1,22112,,
08/12/2022,,,0.0,1,Vendas PDV,1,22112,,
08/12/2022,,,0.0,1,Vendas PDV,1,22112,,
08/12/2022,,,0.0,1,Vendas PDV,1,22112,,
08/12/2022,,,0.16,1,Vendas PDV,1,22122,,
08/12/2022,,,0.0,1,Vendas PDV,1,22122,,
08/12/2022,,,5.99,1,Vendas PDV,1,22122,,
08/12/2022,,,15.18,1,Vendas PDV,1,22122,,
08/12/2022,,,132.59,1,Vendas PDV,1,22122,,
08/12/2022,,,20.48,1,Vendas PDV,1,22122,,
08/12/2022,,,20.03,1,Vendas PDV,1,22122,,
08/12/2022,,,33.61,1,Vendas PDV,1,22122,,
08/12/2022,,,10.59,1,Vendas PDV,1,22122,,
08/12/2022,,,30.5,1,Vendas PDV,1,22122,,
08/12/2022,,,10.29,1,Vendas PDV,1,22122,,
08/12/2022,,,9.47,1,Vendas PDV,1,22122,,
08/12/2022,,,13.15,1,Vendas PDV,1,22122,,
08/12/2022,,,9.99,1,Vendas PDV,1,22122,,
08/12/2022,,,24.62,1,Vendas PDV,1,22122,,
08/12/2022,,,0.32,1,Vendas PDV,1,22112,,
08/12/2022,,,0.0,1,Vendas PDV,1,22112,,
08/12/2022,,,0.0,1,Vendas PDV,1,22112,,
08/12/2022,,,0.0,1,Vendas PDV,1,22112,,
08/12/2022,,,0.0,1,Vendas PDV,1,22112,,
08/12/2022,,,0.0,1,Vendas PDV,1,22112,,
08/12/2022,,,100.91,1,Vendas PDV,1,22122,,
08/12/2022,,,43.89,1,Vendas PDV,1,22122,,
08/12/2022,,,12.9,1,Vendas PDV,1,22122,,
08/12/2022,,,105.55000000000001,1,Vendas PDV,1,22122,,
08/12/2022,,,0.0,1,Vendas PDV,1,22122,,
08/12/2022,,,0.0,1,Vendas PDV,1,22122,,
08/12/2022,,,0.0,1,Vendas PDV,1,22122,,
08/12/2022,,,0.15,1,Vendas PDV,1,22122,,
08/12/2022,,,0.0,1,Vendas PDV,1,22122,,
08/12/2022,,,0.0,1,Vendas PDV,1,22122,,
08/12/2022,,,0.0,1,Vendas PDV,1,22122,,
08/12/2022,,,0.0,1,Vendas PDV,1,22122,,
08/12/2022,,,0.0,1,Vendas PDV,1,22122,,
08/12/2022,,,0.0,1,Vendas PDV,1,22112,,
08/12/2022,,,0.15,1,Vendas PDV,1,22122,,
08/12/2022,,,0.0,1,Vendas PDV,1,22122,,
08/12/2022,,,2.27,1,Vendas PDV,1,22122,,
08/12/2022,,,0.0,1,Vendas PDV,1,22122,,
08/12/2022,,,1.9,1,Vendas PDV,1,22122,,
08/12/2022,,,0.0,1,Vendas PDV,1,22122,,
08/12/2022,,,0.0,1,Vendas PDV,1,22122,,
08/12/2022,,,0.0,1,Vendas PDV,1,22122,,
08/12/2022,,,198.43,1,Vendas PDV,1,22122,,
08/12/2022,,,20.74,1,Vendas PDV,1,22122,,
08/12/2022,,,0.0,1,Vendas PDV,1,22122,,
08/12/2022,,,0.23,1,Vendas PDV,1,22112,,
08/12/2022,,,0.0,1,Vendas PDV,1,22112,,
08/12/2022,,,0.91,1,Vendas PDV,1,22112,,
08/12/2022,,,0.0,1,Vendas PDV,1,22122,,
08/12/2022,,,0.12,1,Vendas PDV,1,22122,,
08/12/2022,,,0.0,1,Vendas PDV,1,22122,,
08/12/2022,,,0.0,1,Vendas PDV,1,22122,,
08/12/2022,,,0.0,1,Vendas PDV,1,22122,,
08/12/2022,,,0.0,1,Vendas PDV,1,22122,,
08/12/2022,,,0.0,1,Vendas PDV,1,22122,,
08/12/2022,,,0.0,1,Vendas PDV,1,22122,,
08/12/2022,,,0.0,1,Vendas PDV,1,22122,,
08/12/2022,,,0.0,1,Vendas PDV,1,22122,,
08/12/2022,,,0.16,1,Vendas PDV,1,22122,,
08/12/2022,,,0.0,1,Vendas PDV,1,22122,,
08/12/2022,,,0.0,1,Vendas PDV,1,22122,,
08/12/2022,,,0.0,1,Vendas PDV,1,22122,,
08/12/2022,,,0.0,1,Vendas PDV,1,22122,,
08/12/2022,,,0.0,1,Vendas PDV,1,22122,,
08/12/2022,,,0.04,1,Vendas PDV,1,22122,,
08/12/2022,,,0.15,1,Vendas PDV,1,22122,,
08/12/2022,,,0.25,1,Vendas PDV,1,22122,,
08/12/2022,,,0.0,1,Vendas PDV,1,22122,,
08/12/2022,,,0.0,1,Vendas PDV,1,22122,,
08/12/2022,,,0.0,1,Vendas PDV,1,22122,,
08/12/2022,,,0.0,1,Vendas PDV,1,22122,,
08/12/2022,,,0.43,1,Vendas PDV,1,22122,,
08/12/2022,,,0.0,1,Vendas PDV,1,22122,,
08/12/2022,,,0.0,1,Vendas PDV,1,22122,,
08/12/2022,,,0.0,1,Vendas PDV,1,22122,,
08/12/2022,,,0.1,1,Vendas PDV,1,22122,,
08/12/2022,,,0.1,1,Vendas PDV,1,22122,,
08/12/2022,,,0.0,1,Vendas PDV,1,22122,,
08/12/2022,,,0.56,1,Vendas PDV,1,22122,,
08/12/2022,,,0.04,1,Vendas PDV,1,22122,,
08/12/2022,,,0.55,1,Vendas PDV,1,22122,,
08/12/2022,,,0.0,1,Vendas PDV,1,22122,,
08/12/2022,,,0.0,1,Vendas PDV,1,22122,,
08/12/2022,,,0.0,1,Vendas PDV,1,22122,,
08/12/2022,,,0.1,1,Vendas PDV,1,22122,,
08/12/2022,,,0.2,1,Vendas PDV,1,22122,,
08/12/2022,,,0.0,1,Vendas PDV,1,22122,,
08/12/2022,,,0.05,1,Vendas PDV,1,22122,,
08/12/2022,,,0.29,1,Vendas PDV,1,22122,,
08/12/2022,,,0.0,1,Vendas PDV,1,22122,,
08/12/2022,,,0.04,1,Vendas PDV,1,22122,,
08/12/2022,,,0.03,1,Vendas PDV,1,22122,,
08/12/2022,,,0.0,1,Vendas PDV,1,22122,,
08/12/2022,,,0.23,1,Vendas PDV,1,22122,,
08/12/2022,,,0.0,1,Vendas PDV,1,22112,,
08/12/2022,,,0.0,1,Vendas PDV,1,22112,,
08/12/2022,,,0.0,1,Vendas PDV,1,22112,,
08/12/2022,,,0.0,1,Vendas PDV,1,22112,,
08/12/2022,,,5.39,1,Vendas PDV,1,22112,,
08/12/2022,,,0.0,1,Vendas PDV,1,22112,,
08/12/2022,,,0.0,1,Vendas PDV,1,22112,,
08/12/2022,,,0.0,1,Vendas PDV,1,22112,,
08/12/2022,,,0.0,1,Vendas PDV,1,22112,,
08/12/2022,,,2.69,1,Vendas PDV,1,22112,,
08/12/2022,,,0.0,1,Vendas PDV,1,22112,,
08/12/2022,,,0.0,1,Vendas PDV,1,22112,,
08/12/2022,,,0.0,1,Vendas PDV,1,22112,,
08/12/2022,,,0.0,1,Vendas PDV,1,22112,,
08/12/2022,,,0.0,1,Vendas PDV,1,22112,,
08/12/2022,,,0.0,1,Vendas PDV,1,22112,,
08/12/2022,,,1.79,1,Vendas PDV,1,22112,,
08/12/2022,,,0.0,1,Vendas PDV,1,22112,,
08/12/2022,,,0.0,1,Vendas PDV,1,22112,,
08/12/2022,,,0.0,1,Vendas PDV,1,22112,,
08/12/2022,,,0.0,1,Vendas PDV,1,22112,,
08/12/2022,,,0.0,1,Vendas PDV,1,22112,,
08/12/2022,,,0.0,1,Vendas PDV,1,22112,,
08/12/2022,,,0.0,1,Vendas PDV,1,22112,,
08/12/2022,,,0.0,1,Vendas PDV,1,22112,,
08/12/2022,,,5.99,1,Vendas PDV,1,22122,,
08/12/2022,,,37.97,1,Vendas PDV,1,22122,,
08/12/2022,,,69.99,1,Vendas PDV,1,22122,,
08/12/2022,,,14.98,1,Vendas PDV,1,22122,,
08/12/2022,,,14.27,1,Vendas PDV,1,22122,,
08/12/2022,,,0.0,1,Vendas PDV,1,22122,,
08/12/2022,,,0.0,1,Vendas PDV,1,22112,,
08/12/2022,,,0.0,1,Vendas PDV,1,22112,,
08/12/2022,,,0.0,1,Vendas PDV,1,22112,,
08/12/2022,,,0.0,1,Vendas PDV,1,22112,,
08/12/2022,,,0.0,1,Vendas PDV,1,22112,,
08/12/2022,,,0.0,1,Vendas PDV,1,22112,,
08/12/2022,,,0.0,1,Vendas PDV,1,22112,,
08/12/2022,,,0.0,1,Vendas PDV,1,22112,,
08/12/2022,,,0.0,1,Vendas PDV,1,22112,,
08/12/2022,,,0.0,1,Vendas PDV,1,22112,,
08/12/2022,,,0.0,1,Vendas PDV,1,22112,,
08/12/2022,,,0.0,1,Vendas PDV,1,22112,,
08/12/2022,,,0.0,1,Vendas PDV,1,22112,,
08/12/2022,,,1.07,1,Vendas PDV,1,22112,,
08/12/2022,,,0.0,1,Vendas PDV,1,22112,,
08/12/2022,,,7.1,1,Vendas PDV,1,22112,,
08/12/2022,,,0.0,1,Vendas PDV,1,22112,,
08/12/2022,,,0.0,1,Vendas PDV,1,22112,,
08/12/2022,,,0.53,1,Vendas PDV,1,22122,,
08/12/2022,,,0.0,1,Vendas PDV,1,22122,,
08/12/2022,,,0.0,1,Vendas PDV,1,22122,,
08/12/2022,,,0.0,1,Vendas PDV,1,22122,,
08/12/2022,,,6.84,1,Vendas PDV,1,22122,,
08/12/2022,,,0.0,1,Vendas PDV,1,22122,,
08/12/2022,,,0.0,1,Vendas PDV,1,22122,,
08/12/2022,,,0.0,1,Vendas PDV,1,22122,,
